探索深度,思考時間,探索ノード数,探索速度,ハッシュ記録数,ハッシュヒット数,ハッシュ衝突数,推定CPUスコア,着手位置
6,0.01,40707,3700636.36,3831,476,0,-58.00,A8
6,0.03,94450,3256896.55,7166,1198,1,102.00,B3
8,0.06,215145,3526967.21,24559,3703,8,-75.00,A8
8,0.20,620376,3149116.75,55207,10854,112,109.00,H6

C5C6F4F5B7G3G6F6E6H7H2D7H6F3G5D3D2A8D6E7B6D1E8H3C7B4F2E3D8F1A7A6H4H5H8F7
4,0.00,3476,3476000.00,243,3,0,167.00,G7
4,0.00,904,inf,55,4,0,-146.00,G4
6,0.01,40207,2871928.57,3290,253,1,213.00,G7
6,0.00,9113,4556500.00,716,59,0,-234.00,G8
8,0.14,406155,2901107.14,34464,4515,44,326.00,E1
8,0.02,64712,3806588.24,6912,580,2,-370.00,G4

E3D3C6D6C3F4E6C7D7E7G3B6D8F3A5C2F2C5C1G2F5G4B7C4F7F1B4A8B5B8H3E2A7G5E1B2
4,0.01,38031,3169250.00,1004,155,0,35.00,A1
4,0.01,23721,2965125.00,699,65,0,22.00,A3
6,0.20,624049,3089351.49,25398,5574,20,29.00,A1
6,0.12,365506,3123982.91,16552,3407,7,12.00,A3
8,2.83,8864520,3131232.78,449331,106388,6384,32.00,A1
8,1.32,4021001,3055471.88,235031,45936,1734,8.00,F6

F4F3C5F5G4H3H4C6E6D7H2D3C7F6C8G3D6D8C4H5E2B5A6B7G5H1E7B4A3A4A5H6E8F1F2G6G7E1A8A7G2H8D2B6G8C2
4,0.00,4193,4193000.00,261,19,0,11.00,F7
4,0.00,1737,inf,129,1,0,69.00,E3
6,0.01,29052,2905200.00,2665,417,0,38.00,E3
6,0.00,7089,7089000.00,881,124,0,33.00,F8
8,0.03,107419,3159382.35,13947,2217,5,38.00,E3
8,0.01,20858,4171600.00,3407,763,0,-2.00,F8

C5C6E3F3F4B5F2G1E2F5G2F1B7C7G4D2G6G5A5H4E1D3H5B6D1E6D7C8F6G3H2E8D8F7H3A6A8C1A7D6E7H1C3H7G7A4
4,0.00,1601,inf,158,28,0,-92.00,F8
4,0.00,1410,inf,144,5,0,129.00,H6
6,0.00,7007,3503500.00,976,251,0,-114.00,F8
6,0.00,7537,3768500.00,1158,114,0,134.00,H6
8,0.01,27760,3965714.29,5770,1428,1,-121.00,F8
8,0.01,36808,3680800.00,8034,1154,2,188.00,C2

C5E6F4B5E7F3F2F7D6C6E3E2G7G8F6D7B7G3G2C4D1H1A4E1D8H8C3B4G4E8H2H3H4C1D3B6C7A8H7F8G5F5A6G6H6A5
4,0.00,1042,inf,112,4,0,-450.00,B8
4,0.00,2106,inf,207,12,0,466.00,C8
6,0.00,5547,5547000.00,877,77,0,-478.00,C8
6,0.00,14274,3568500.00,1736,222,0,456.00,H5
8,0.01,21910,3651666.67,4658,372,1,-510.00,C8
8,0.02,62345,3281315.79,10270,1399,3,520.00,H5

F4D3C3F3F2G4E3E2G2H2D1D2G3H4E1B3F1C2H1F6B4G1E6B2D6C7G6G7F5C5G8C6E7H6B8F7F8A5C4E8H7C1A4H5A2A3
4,0.00,6685,3342500.00,357,44,0,188.00,A6
4,0.00,1438,inf,122,7,0,-109.00,H8
6,0.02,62192,3273263.16,5155,840,1,139.00,A6
6,0.00,9921,4960500.00,1216,161,0,-128.00,C8
8,0.16,489756,3099721.52,59539,12649,110,144.00,A1
8,0.01,53966,3597733.33,9050,1721,4,-132.00,G5

F4F3C5F5G2C4G5H6G3E6H5H2E3G6D6G1G7D2B4C7H7C6F2D3H4B6E2C2A7H3C1C3D7A6G4E1D1B1B2H8B8A5B7D8F6B5
4,0.00,6541,3270500.00,275,19,0,-161.00,F1
4,0.00,10762,3587333.33,441,39,0,191.00,A1
6,0.02,70281,3346714.29,4856,647,0,-141.00,F1
6,0.04,125967,3149175.00,8687,1829,1,171.00,A1
8,0.14,460211,3287221.43,50203,9135,79,-132.00,F1
8,0.21,707955,3323732.39,83474,21487,214,161.00,A1

